developer_name,developer_name_en,developer_name_cn,developer_name_ko,developer_display_name,app_count,ios_gross_source_revenue_usd,revenue_usd_2025_cn_ios,revenue_basis,revenue_adjustment_multiplier,downloads_2025_cn_ios,avg_arpd_usd_2025_cn_ios,best_rank,developer_city_en,developer_city_ko,developer_country,location_precision,top_games,genres,subgenres,genre_search_text,game_classes,product_models,art_styles,themes,monetization_f2p,monetization_live_ops,monetization_gacha,publishers,corporate_parents,stock_tickers,avg_match_score,primary_genre,primary_subgenre,primary_genre_revenue_usd,primary_genre_revenue_share,primary_genre_top_games,primary_genre_revenue_share_pct,bd_score,bd_priority,bd_fit
少淘 黄,少淘 黄,少淘 黄,,少淘 黄,1,18806.13,26328.582,2025 중국 iOS+AOS 추정 순매출,1.4,195,135.01836923076922,1388,,,China,unknown,Find The Difference Games - Go,Puzzle,Hidden Objects,Puzzle Hidden Objects 퍼즐 益智 숨은그림찾기 寻物 퍼즐 / 숨은그림찾기 · 益智 / 寻物 · Puzzle / Hidden Objects,Lifestyle & Puzzle,Casual,2D Realistic,Spot The Difference,1.0,,,少淘 黄,,,0.0,Puzzle,Hidden Objects,26328.582,1.0,Find The Difference Games - Go,100.0,33.7,D-후보,퍼즐 / 숨은그림찾기 · 益智 / 寻物 · Puzzle / Hidden Objects · 100% 집중 · LiveOps · Gacha · Casual
"Shanghai Huanxi Network Technology Co., Ltd.","Shanghai Huanxi Network Technology Co., Ltd.","Shanghai Huanxi Network Technology Co., Ltd.",,"Shanghai Huanxi Network Technology Co., Ltd.",1,18710.56,26194.784,2025 중국 iOS+AOS 추정 순매출,1.4,97540,0.26855427516916136,1389,Shanghai,상하이,China,city,Miragine War,Strategy,Real-Time Strategy,Strategy Real-Time Strategy 전략 策略 실시간 전략 即时战略 전략 / 실시간 전략 · 策略 / 即时战略 · Strategy / Real-Time Strategy,Action & Strategy,Mid-core,2D Cartoon,Battlefield Commander,1.0,,,"Shanghai Huanxi Network Technology Co., Ltd.",,,100.0,Strategy,Real-Time Strategy,26194.784,1.0,Miragine War,100.0,43.2,C-니치/롱테일,전략 / 실시간 전략 · 策略 / 即时战略 · Strategy / Real-Time Strategy · 100% 집중 · LiveOps · Gacha · Mid-core
Pujia8 Limited,Pujia8 Limited,深圳中青宝互动网络股份有限公司,,深圳中青宝互动网络股份有限公司,1,18707.03,26189.841999999997,2025 중국 iOS+AOS 추정 순매출,1.4,38881,0.6735897224865615,1390,,,China,unknown,我在7年后等着你 - 7年的约定,RPG,Squad RPG,RPG Squad RPG RPG/역할수행 角色扮演 스쿼드 RPG 小队RPG RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG,Action & Strategy,Mid-core,Voxel,Adventure,1.0,,,Pujia8 Limited,,,96.0,RPG,Squad RPG,26189.841999999997,1.0,我在7年后等着你 - 7年的约定,100.0,41.0,C-니치/롱테일,RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG · 100% 집중 · LiveOps · Gacha · Mid-core
HABBY GAMES,HABBY GAMES,三辰影库音像出版社有限公司,,三辰影库音像出版社有限公司,1,18703.81,26185.334,2025 중국 iOS+AOS 추정 순매출,1.4,1506,17.387339973439573,1391,,,China,unknown,砰砰法师,Arcade,Pinball / Brick Breaker,Arcade Pinball / Brick Breaker 아케이드 街机 핀볼/벽돌깨기 弹珠/打砖块 아케이드 / 핀볼/벽돌깨기 · 街机 / 弹珠/打砖块 · Arcade / Pinball / Brick Breaker,Lifestyle & Puzzle,Hybridcasual,3D Cartoon,Dungeon Crawler,1.0,1.0,1.0,HABBY GAMES,,,96.0,Arcade,Pinball / Brick Breaker,26185.334,1.0,砰砰法师,100.0,34.7,D-후보,아케이드 / 핀볼/벽돌깨기 · 街机 / 弹珠/打砖块 · Arcade / Pinball / Brick Breaker · 100% 집중 · LiveOps · Gacha · Hybridcasual
PLUSDOT Technology Limited,PLUSDOT Technology Limited,PLUSDOT Technology Limited,,PLUSDOT Technology Limited,3,18226.46,25517.043999999998,2025 중국 iOS+AOS 추정 순매출,1.4,31130,3.2577617306074456,1409,,,China,unknown,"喷射塔防, 瓶盖子打不开, 我的猫咪哪去了","Strategy, Puzzle","Tower Defense, Riddle, Physics","Strategy Tower Defense 전략 策略 타워디펜스 塔防 전략 / 타워디펜스 · 策略 / 塔防 · Strategy / Tower Defense, Puzzle Riddle 퍼즐 益智 수수께끼 谜题 퍼즐 / 수수께끼 · 益智 / 谜题 · Puzzle / Riddle, Puzzle Physics 퍼즐 益智 물리 퍼즐 物理解谜 퍼즐 / 물리 퍼즐 · 益智 / 物理解谜 · Puzzle / Physics","Action & Strategy, Lifestyle & Puzzle","Hybridcasual, Casual",2D Cartoon,"Combat Arena, Cooking / Food, Animal - Cat",1.0,,,JoyPac,,,100.0,Strategy,Tower Defense,24003.825999999997,0.9406977548026331,喷射塔防,94.0697754802633,50.2,C-니치/롱테일,"전략 / 타워디펜스 · 策略 / 塔防 · Strategy / Tower Defense · 94% 집중 · LiveOps · Gacha · Hybridcasual, Casual"
"Jiangsu Kuaiyou Network Technology Co.,Ltd","Jiangsu Kuaiyou Network Technology Co.,Ltd","Jiangsu Kuaiyou Network Technology Co.,Ltd",,"Jiangsu Kuaiyou Network Technology Co.,Ltd",1,17905.01,25067.013999999996,2025 중국 iOS+AOS 추정 순매출,1.4,21723,1.153938866639046,1402,Jiangsu,장쑤,China,province_or_region,千年盛世OL,RPG,MMORPG,RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG,Action & Strategy,Mid-core,2D Realistic,Wuxia,1.0,,,Kuaiyou Inc.,,,0.0,RPG,MMORPG,25067.013999999996,1.0,千年盛世OL,100.0,39.4,C-니치/롱테일,RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG · 100% 집중 · LiveOps · Gacha · Mid-core
Melodong Limited,Melodong Limited,Melodong Limited,,Melodong Limited,1,17675.75,24746.05,2025 중국 iOS+AOS 추정 순매출,1.4,105,235.67666666666665,1403,,,China,unknown,Darts Heros,Sports,Realistic Sports,Sports Realistic Sports 스포츠 体育 리얼 스포츠 拟真体育 스포츠 / 리얼 스포츠 · 体育 / 拟真体育 · Sports / Realistic Sports,Sports & Racing,Casual,2D Cartoon,Sports - Indoor,1.0,,,MeloDonG Studio,,,0.0,Sports,Realistic Sports,24746.05,1.0,Darts Heros,100.0,33.2,D-후보,스포츠 / 리얼 스포츠 · 体育 / 拟真体育 · Sports / Realistic Sports · 100% 집중 · LiveOps · Gacha · Casual
"Beijing fengyulong Interactive culture Co., Ltd.","Beijing fengyulong Interactive culture Co., Ltd.","Beijing fengyulong Interactive culture Co., Ltd.",,"Beijing fengyulong Interactive culture Co., Ltd.",1,17524.72,24534.608,2025 중국 iOS+AOS 추정 순매출,1.4,37311,0.6575703679879928,1407,Beijing,베이징,China,city,蜀山战纪之剑侠传奇-电视剧正版授权,RPG,MMORPG,RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG,Action & Strategy,Mid-core,Stylized Realistic,Wuxia,1.0,1.0,,蓝港峰与隆,,HKG: 8267,100.0,RPG,MMORPG,24534.608,1.0,蜀山战纪之剑侠传奇-电视剧正版授权,100.0,40.6,C-니치/롱테일,RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG · 100% 집중 · LiveOps · Gacha · Mid-core
振宇 杨,振宇 杨,振宇 杨,,振宇 杨,9,17200.329999999998,24080.462,2025 중국 iOS+AOS 추정 순매출,1.4,750,254.36462704311523,1475,,,China,unknown,"Kids Candy Factory - Cooking games, Princess Castle Cake Maker - Cooking Game, Best Homemade Cherry Pie - Cooking game for kids, Magic Chocolate Candy Factory - Cooking game, Summer Smoky Makeup Tutorial - Girl Salon Games, Magic IceCream Shop - Cooking game for kids, Kaka Shopping Mall, Pink Cut Crease Makeup Tutorial - Girls Salon Game, Princess Deluxe Beauty Salon - Girls Makeup Games","Simulation, Lifestyle","Simulator, Time Management, Customization, Tycoon / Crafting","Simulation Simulator 시뮬레이션 模拟经营 시뮬레이터 模拟器 시뮬레이션 / 시뮬레이터 · 模拟经营 / 模拟器 · Simulation / Simulator, Simulation Time Management 시뮬레이션 模拟经营 타임 매니지먼트 时间管理 시뮬레이션 / 타임 매니지먼트 · 模拟经营 / 时间管理 · Simulation / Time Management, Lifestyle Customization 라이프스타일 生活方式 커스터마이징 换装/定制 라이프스타일 / 커스터마이징 · 生活方式 / 换装/定制 · Lifestyle / Customization, Simulation Tycoon / Crafting 시뮬레이션 模拟经营 타이쿤/제작 大亨/制作 시뮬레이션 / 타이쿤/제작 · 模拟经营 / 大亨/制作 · Simulation / Tycoon / Crafting",Lifestyle & Puzzle,Casual,2D Cartoon,"Candy / Dessert, Fashion / Aesthetics / Hair, Shopping",1.0,,,振宇 杨,,,0.0,Simulation,Simulator,23949.771999999997,0.9945727785455278,"Kids Candy Factory - Cooking games, Princess Castle Cake Maker - Cooking Game, Best Homemade Cherry Pie - Cooking game for kids",99.45727785455279,47.3,C-니치/롱테일,시뮬레이션 / 시뮬레이터 · 模拟经营 / 模拟器 · Simulation / Simulator · 99% 집중 · LiveOps · Gacha · Casual
云鹏 沈,云鹏 沈,云鹏 沈,,云鹏 沈,1,17020.08,23828.112,2025 중국 iOS+AOS 추정 순매출,1.4,6984,3.411814432989691,1412,,,China,unknown,X-War: Clash of Zombies,Strategy,Build & Battle,Strategy Build & Battle 전략 策略 건설+전투 建造战斗 전략 / 건설+전투 · 策略 / 建造战斗 · Strategy / Build & Battle,Action & Strategy,Mid-core,2D Cartoon,Superhero,1.0,1.0,1.0,云鹏 沈,,,100.0,Strategy,Build & Battle,23828.112,1.0,X-War: Clash of Zombies,100.0,36.3,C-니치/롱테일,전략 / 건설+전투 · 策略 / 建造战斗 · Strategy / Build & Battle · 100% 집중 · LiveOps · Gacha · Mid-core
"Lemon Jam Technology Co., Ltd.","Lemon Jam Technology Co., Ltd.",深圳中青宝互动网络股份有限公司,,深圳中青宝互动网络股份有限公司,2,16925.25,23695.350000000002,2025 중국 iOS+AOS 추정 순매출,1.4,23629,0.7646090373572635,1418,,,China,unknown,"星光创造营, 网红奶茶店",Simulation,"Simulator, Tycoon / Crafting","Simulation Simulator 시뮬레이션 模拟经营 시뮬레이터 模拟器 시뮬레이션 / 시뮬레이터 · 模拟经营 / 模拟器 · Simulation / Simulator, Simulation Tycoon / Crafting 시뮬레이션 模拟经营 타이쿤/제작 大亨/制作 시뮬레이션 / 타이쿤/제작 · 模拟经营 / 大亨/制作 · Simulation / Tycoon / Crafting",Lifestyle & Puzzle,Casual,"Pixel, 2D Cartoon","Idol, Animal - Cat",1.0,1.0,,"Lemon Jam Technology Co., Ltd.",,,96.0,Simulation,Simulator,23462.432,0.9901703076764006,星光创造营,99.01703076764005,47.0,C-니치/롱테일,시뮬레이션 / 시뮬레이터 · 模拟经营 / 模拟器 · Simulation / Simulator · 99% 집중 · LiveOps · Gacha · Casual
晖 郑,晖 郑,晖 郑,,晖 郑,5,16868.93,23616.502,2025 중국 iOS+AOS 추정 순매출,1.4,21367,23.317487031792133,1552,,,China,unknown,"Hidden Object: Holiday Venture, The Mystery Of Revengers, 中国最难听奇葩歌曲赏：任性好声音, 美少女颈椎保健大师, 大爷模拟器：中国式大爷养成记","Puzzle, Arcade, Simulation","Hidden Objects, Environmental, Music / Rhythm, Trivia, Avatar Life","Puzzle Hidden Objects 퍼즐 益智 숨은그림찾기 寻物 퍼즐 / 숨은그림찾기 · 益智 / 寻物 · Puzzle / Hidden Objects, Puzzle Environmental 퍼즐 益智 환경/공간 퍼즐 环境解谜 퍼즐 / 환경/공간 퍼즐 · 益智 / 环境解谜 · Puzzle / Environmental, Arcade Music / Rhythm 아케이드 街机 음악/리듬 音乐/节奏 아케이드 / 음악/리듬 · 街机 / 音乐/节奏 · Arcade / Music / Rhythm, Puzzle Trivia 퍼즐 益智 퀴즈/상식 问答 퍼즐 / 퀴즈/상식 · 益智 / 问答 · Puzzle / Trivia, Simulation Avatar Life 시뮬레이션 模拟经营 아바타 라이프 虚拟形象生活 시뮬레이션 / 아바타 라이프 · 模拟经营 / 虚拟形象生活 · Simulation / Avatar Life",Lifestyle & Puzzle,"Casual, Hypercasual","2D Cartoon, 2D Anime","Tabletop, Adventure, Music, Hypercasual",1.0,,,晖 郑,,,0.0,Puzzle,Hidden Objects,11918.186,0.5046550077568642,Hidden Object: Holiday Venture,50.46550077568642,46.5,C-니치/롱테일,"퍼즐 / 숨은그림찾기 · 益智 / 寻物 · Puzzle / Hidden Objects · 50% 집중 · LiveOps · Gacha · Casual, Hypercasual"
"Beijing Bewinner Comb Interactive Entertainment Technology Co.,Ltd.","Beijing Bewinner Comb Interactive Entertainment Technology Co.,Ltd.",辽宁电子出版社有限责任公司,,辽宁电子出版社有限责任公司,1,16750.98,23451.372,2025 중국 iOS+AOS 추정 순매출,1.4,4513,5.196404165743408,1419,Beijing,베이징,China,city,超简单的地下城,RPG,Turn-based RPG,RPG Turn-based RPG RPG/역할수행 角色扮演 턴제 RPG 回合制RPG RPG/역할수행 / 턴제 RPG · 角色扮演 / 回合制RPG · RPG / Turn-based RPG,Action & Strategy,Mid-core,2D Anime,Dungeon Crawler,1.0,,,"Beijing Bewinner Comb Interactive Entertainment Technology Co., Ltd.",,SZSE: 002148,96.0,RPG,Turn-based RPG,23451.372,1.0,超简单的地下城,100.0,35.4,C-니치/롱테일,RPG/역할수행 / 턴제 RPG · 角色扮演 / 回合制RPG · RPG / Turn-based RPG · 100% 집중 · LiveOps · Gacha · Mid-core
"Hangzhou Dangge Network Technology Co.,Ltd.","Hangzhou Dangge Network Technology Co.,Ltd.","Hangzhou Dangge Network Technology Co.,Ltd.",,"Hangzhou Dangge Network Technology Co.,Ltd.",1,16698.39,23377.746,2025 중국 iOS+AOS 추정 순매출,1.4,6427,3.6374274155904773,1421,Hangzhou,항저우,China,city,料理次元—7周年,Simulation,Time Management,Simulation Time Management 시뮬레이션 模拟经营 타임 매니지먼트 时间管理 시뮬레이션 / 타임 매니지먼트 · 模拟经营 / 时间管理 · Simulation / Time Management,Lifestyle & Puzzle,Casual,2D Anime,Cooking / Food,1.0,,,"Hangzhou Dangge Network Technology Co.,Ltd.",,,100.0,Simulation,Time Management,23377.746,1.0,料理次元—7周年,100.0,35.9,C-니치/롱테일,시뮬레이션 / 타임 매니지먼트 · 模拟经营 / 时间管理 · Simulation / Time Management · 100% 집중 · LiveOps · Gacha · Casual
"Shenzhen Zhangxin Media Technology Co., Ltd","Shenzhen Zhangxin Media Technology Co., Ltd","Shenzhen Zhangxin Media Technology Co., Ltd",,"Shenzhen Zhangxin Media Technology Co., Ltd",1,16593.8,23231.319999999996,2025 중국 iOS+AOS 추정 순매출,1.4,3578,6.492822806036891,1425,Shenzhen,선전,China,city,倾世西游-赛博朋克回合制卡牌,RPG,Squad RPG,RPG Squad RPG RPG/역할수행 角色扮演 스쿼드 RPG 小队RPG RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG,Action & Strategy,Mid-core,3D Anime,Chinese Myth,1.0,1.0,1.0,"Shenzhen Zhangxin Media Technology Co., Ltd",,,100.0,RPG,Squad RPG,23231.319999999996,1.0,倾世西游-赛博朋克回合制卡牌,100.0,35.0,C-니치/롱테일,RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG · 100% 집중 · LiveOps · Gacha · Mid-core
"Hainan Hengxiangwan Network Technology Co., Ltd.","Hainan Hengxiangwan Network Technology Co., Ltd.","Hainan Hengxiangwan Network Technology Co., Ltd.",,"Hainan Hengxiangwan Network Technology Co., Ltd.",2,16533.52,23146.928,2025 중국 iOS+AOS 추정 순매출,1.4,11409,1.3025541318548954,1428,Xi'an,시안,China,city,"永暮幻想, 武功来了-寻道修仙",RPG,Idle RPG,RPG Idle RPG RPG/역할수행 角色扮演 방치형 RPG 放置RPG RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG,Action & Strategy,"Mid-core, Casual","2D Anime, 2D Cartoon","Dungeon Crawler, Wuxia",1.0,,,"Hainan Hengxiangwan Network Technology Co., Ltd",,,100.0,RPG,Idle RPG,23146.928,1.0,"永暮幻想, 武功来了-寻道修仙",100.0,44.9,C-니치/롱테일,"RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG · 100% 집중 · LiveOps · Gacha · Mid-core, Casual"
"Xiamen LuoXiang Information Technology Co., Ltd.","Xiamen LuoXiang Information Technology Co., Ltd.",华中科技大学电子音像出版社,,华中科技大学电子音像出版社,2,16381.699999999999,22934.379999999997,2025 중국 iOS+AOS 추정 순매출,1.4,2742,392.00106176900584,1474,Xiamen,샤먼,China,city,"风之旅迹, 梦想海岛王","Arcade, RPG","Platformer / Runner, Idle RPG","Arcade Platformer / Runner 아케이드 街机 플랫포머/러너 平台跑酷 아케이드 / 플랫포머/러너 · 街机 / 平台跑酷 · Arcade / Platformer / Runner, RPG Idle RPG RPG/역할수행 角色扮演 방치형 RPG 放置RPG RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG","Lifestyle & Puzzle, Action & Strategy","Hybridcasual, Mid-core",2D Cartoon,"Adventure, Dungeon Crawler",1.0,,,LUOXIANG Inc.,,,96.0,Arcade,Platformer / Runner,18270.433999999997,0.7966395429045825,风之旅迹,79.66395429045825,40.1,C-니치/롱테일,"아케이드 / 플랫포머/러너 · 街机 / 平台跑酷 · Arcade / Platformer / Runner · 80% 집중 · LiveOps · Gacha · Hybridcasual, Mid-core"
"Hebei Youguo Network Technology Co., Ltd.","Hebei Youguo Network Technology Co., Ltd.","Hebei Youguo Network Technology Co., Ltd.",,"Hebei Youguo Network Technology Co., Ltd.",2,16143.199999999999,22600.48,2025 중국 iOS+AOS 추정 순매출,1.4,7617,2.2756683640354276,1435,Hebei,허베이,China,province_or_region,"被尘封的故事, 致命狙击 归来","RPG, Shooter","MMORPG, Sniper","RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG, Shooter Sniper 슈팅 射击 스나이퍼 狙击 슈팅 / 스나이퍼 · 射击 / 狙击 · Shooter / Sniper",Action & Strategy,Mid-core,"Voxel, 3D Realistic","Adventure, Sniper",1.0,,,"Hebei Youguo Network Technology Co., Ltd.",,,0.0,RPG,MMORPG,21907.185999999998,0.9693239258635215,被尘封的故事,96.93239258635215,43.4,C-니치/롱테일,RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG · 97% 집중 · LiveOps · Gacha · Mid-core
"Chongqing Feiyufei Animation co.,Ltd","Chongqing Feiyufei Animation co.,Ltd","Chongqing Feiyufei Animation co.,Ltd",,"Chongqing Feiyufei Animation co.,Ltd",1,15312.93,21438.102,2025 중국 iOS+AOS 추정 순매출,1.4,4114,5.211011667476908,1440,Chongqing,충칭,China,city,异世界的城主大人,Strategy,4X Strategy,Strategy 4X Strategy 전략 策略 4X 전략 4X策略 전략 / 4X 전략 · 策略 / 4X策略 · Strategy / 4X Strategy,Action & Strategy,Mid-core,2D Anime,Empire Building,1.0,,,飞羽飞动漫有限公司,,,94.0,Strategy,4X Strategy,21438.102,1.0,异世界的城主大人,100.0,35.0,C-니치/롱테일,전략 / 4X 전략 · 策略 / 4X策略 · Strategy / 4X Strategy · 100% 집중 · LiveOps · Gacha · Mid-core
"Shenzhen Fengniao Co.,Ltd","Shenzhen Fengniao Co.,Ltd","Shenzhen Fengniao Co.,Ltd",,"Shenzhen Fengniao Co.,Ltd",1,15126.66,21177.323999999997,2025 중국 iOS+AOS 추정 순매출,1.4,49200,0.4304334146341463,1445,Shenzhen,선전,China,city,荒岛求生-神秘岛,RPG,Survival,RPG Survival RPG/역할수행 角色扮演 서바이벌 生存 RPG/역할수행 / 서바이벌 · 角色扮演 / 生存 · RPG / Survival,Action & Strategy,Mid-core,3D Realistic,Survival - Wilderness,1.0,1.0,,"Shenzhen Fengniao Co.,Ltd",,,0.0,RPG,Survival,21177.323999999997,1.0,荒岛求生-神秘岛,100.0,40.4,C-니치/롱테일,RPG/역할수행 / 서바이벌 · 角色扮演 / 生存 · RPG / Survival · 100% 집중 · LiveOps · Gacha · Mid-core
"Shanghai Canghuo Network Technology Co., Ltd","Shanghai Canghuo Network Technology Co., Ltd","Shanghai Canghuo Network Technology Co., Ltd",,"Shanghai Canghuo Network Technology Co., Ltd",1,14587.53,20422.542,2025 중국 iOS+AOS 추정 순매출,1.4,4015,5.086560896637609,1454,Shanghai,상하이,China,city,修仙外传,RPG,Idle RPG,RPG Idle RPG RPG/역할수행 角色扮演 방치형 RPG 放置RPG RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG,Action & Strategy,Mid-core,2D Anime,Chinese Cultural,1.0,,,"Shanghai Canghuo Network Technology Co., Ltd",,,100.0,RPG,Idle RPG,20422.542,1.0,修仙外传,100.0,34.8,D-후보,RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG · 100% 집중 · LiveOps · Gacha · Mid-core
"Shanghai Sigan Network Technology Co., Ltd.","Shanghai Sigan Network Technology Co., Ltd.","Shanghai Sigan Network Technology Co., Ltd.",,"Shanghai Sigan Network Technology Co., Ltd.",1,14374.09,20123.726,2025 중국 iOS+AOS 추정 순매출,1.4,9584,2.0997209933222036,1458,Shanghai,상하이,China,city,牧羊人之心-从一颗蛋开始的牧场历险,RPG,Squad RPG,RPG Squad RPG RPG/역할수행 角色扮演 스쿼드 RPG 小队RPG RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG,Action & Strategy,Mid-core,2D Anime,Adventure,1.0,1.0,1.0,上海斯干网络科技有限公司,,,0.0,RPG,Squad RPG,20123.726,1.0,牧羊人之心-从一颗蛋开始的牧场历险,100.0,36.2,C-니치/롱테일,RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG · 100% 집중 · LiveOps · Gacha · Mid-core
"Anhui 37 Network Technology Co., Ltd.","Anhui 37 Network Technology Co., Ltd.","Anhui 37 Network Technology Co., Ltd.",,"Anhui 37 Network Technology Co., Ltd.",1,14366.0,20112.399999999998,2025 중국 iOS+AOS 추정 순매출,1.4,9605,2.0939510671525245,1459,Anhui,안후이,China,province_or_region,鬼语迷城-最终笔记,RPG,MMORPG,RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG,Action & Strategy,Mid-core,3D Realistic,Crime,1.0,1.0,,"Anhui 37 Network Technology Co., Ltd.",,SHE: 002555,100.0,RPG,MMORPG,20112.399999999998,1.0,鬼语迷城-最终笔记,100.0,36.1,C-니치/롱테일,RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG · 100% 집중 · LiveOps · Gacha · Mid-core
"Hunan Raven Technology Co., Ltd.","Hunan Raven Technology Co., Ltd.",辽宁电子出版社有限责任公司,,辽宁电子出版社有限责任公司,1,14233.23,19926.521999999997,2025 중국 iOS+AOS 추정 순매출,1.4,2859,6.969752360965371,1461,Hunan,후난,China,province_or_region,烈火坦克,Shooter,FPS / 3PS,Shooter FPS / 3PS 슈팅 射击 FPS/TPS 第一/第三人称射击 슈팅 / FPS/TPS · 射击 / 第一/第三人称射击 · Shooter / FPS / 3PS,Action & Strategy,Mid-core,3D Realistic,Tank,1.0,1.0,,"Hunan Raven Technology Co., Ltd.",,,96.0,Shooter,FPS / 3PS,19926.521999999997,1.0,烈火坦克,100.0,33.9,D-후보,슈팅 / FPS/TPS · 射击 / 第一/第三人称射击 · Shooter / FPS / 3PS · 100% 집중 · LiveOps · Gacha · Mid-core
"Hainan Yezixi Network Technology Co., Ltd.","Hainan Yezixi Network Technology Co., Ltd.","Hainan Yezixi Network Technology Co., Ltd.",,"Hainan Yezixi Network Technology Co., Ltd.",2,14091.49,19728.086,2025 중국 iOS+AOS 추정 순매출,1.4,53475,1.3152631647940074,1463,Hainan,하이난,China,province_or_region,"微微三国, 放置与召唤",RPG,"Squad RPG, Idle RPG","RPG Squad RPG RPG/역할수행 角色扮演 스쿼드 RPG 小队RPG RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG, RPG Idle RPG RPG/역할수행 角色扮演 방치형 RPG 放置RPG RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG",Action & Strategy,Mid-core,2D Anime,"Three Kingdoms, Chinese Cultural",1.0,1.0,1.0,"Hainan Yezixi Network Technology Co., Ltd.",,,100.0,RPG,Squad RPG,19558.266,0.9913919677762962,微微三国,99.13919677762962,48.0,C-니치/롱테일,RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG · 99% 집중 · LiveOps · Gacha · Mid-core
厦门游乐互动科技有限公司,厦门游乐互动科技有限公司,厦门游乐互动科技有限公司,,厦门游乐互动科技有限公司,2,14054.41,19676.174000000003,2025 중국 iOS+AOS 추정 순매출,1.4,4862,3.5546578780425375,1467,Xiamen,샤먼,China,city,"锦鱼图-国风探案剧情游戏, 时光镇","Lifestyle, Simulation","Interactive Story, Tycoon / Crafting","Lifestyle Interactive Story 라이프스타일 生活方式 인터랙티브 스토리 互动剧情 라이프스타일 / 인터랙티브 스토리 · 生活方式 / 互动剧情 · Lifestyle / Interactive Story, Simulation Tycoon / Crafting 시뮬레이션 模拟经营 타이쿤/제작 大亨/制作 시뮬레이션 / 타이쿤/제작 · 模拟经营 / 大亨/制作 · Simulation / Tycoon / Crafting",Lifestyle & Puzzle,Casual,"2D Anime, Pixel","Wuxia, Farming",1.0,1.0,,厦门游乐互动科技有限公司,,,100.0,Lifestyle,Interactive Story,19272.666,0.9794925578519482,锦鱼图-国风探案剧情游戏,97.94925578519482,42.2,C-니치/롱테일,라이프스타일 / 인터랙티브 스토리 · 生活方式 / 互动剧情 · Lifestyle / Interactive Story · 98% 집중 · LiveOps · Gacha · Casual
"Hainan Bozhong Interactive Entertainment Network Technology Co., Ltd.","Hainan Bozhong Interactive Entertainment Network Technology Co., Ltd.","Hainan Bozhong Interactive Entertainment Network Technology Co., Ltd.",,"Hainan Bozhong Interactive Entertainment Network Technology Co., Ltd.",1,13846.71,19385.393999999997,2025 중국 iOS+AOS 추정 순매출,1.4,3119,6.21525937800577,1465,Hainan,하이난,China,province_or_region,大富翁电玩捕鱼-全民街机打鱼,Casino,Fish Shooting,Casino Fish Shooting 카지노 博彩/棋牌 피쉬 슈팅 捕鱼 카지노 / 피쉬 슈팅 · 博彩/棋牌 / 捕鱼 · Casino / Fish Shooting,Casino,Casual,2D Cartoon,Animal - Underwater,1.0,,,"Hainan Bozhong Interactive Entertainment Network Technology Co., Ltd.",,,0.0,Casino,Fish Shooting,19385.393999999997,1.0,大富翁电玩捕鱼-全民街机打鱼,100.0,33.9,D-후보,카지노 / 피쉬 슈팅 · 博彩/棋牌 / 捕鱼 · Casino / Fish Shooting · 100% 집중 · LiveOps · Gacha · Casual
