순위,게임명_중문,게임명_한글_초안,개발사_한글,개발사_중문,战略大品类Tag,战略细分品类Tag,전략대분류_KO,전략세부분류_KO,전략Tag_신뢰도,ST_대표장르_KO,ST_세부장르_KO,Qimai_장르_KO,매출집계_시작일,매출집계_종료일,출시일_기준,iOS_Net_USD_12개월,Gross_USD_12개월,Gross_KRW_원_12개월,Gross_KRW_억원_12개월,App_ID,AppStore_URL,Qimai_URL,SensorTower_URL,개발사_위치_중문,개발사_위치_한글,개발사_지역_중문,개발사_지역_한글,개발사_위치_위도,개발사_위치_경도,개발사_위치_신뢰도,개발사_위치_근거,iOS_Gross_KRW_원_12개월,iOS_Gross_KRW_억원_12개월,iOS_Gross_USD_12개월,최근12개월_Gross_USD_12개월,최근12개월_Gross_KRW_원_12개월,최근12개월_Gross_KRW_억원_12개월,최근12개월_iOS_Net_USD_12개월,최근12개월_매출집계_시작일,최근12개월_매출집계_종료일,최근12개월_iOS_Gross_KRW_원_12개월,최근12개월_iOS_Gross_KRW_억원_12개월,최근12개월_iOS_Gross_USD_12개월
874,冒险公社,冒险公社,XD/신동 네트워크,心动网络,보드/체스/마작,보드게임 이식,보드/체스/마작,보드게임 이식,상,보드,보드/전략,보드/전략,2022-03-02,2023-03-01,Qimai_출시일,152109.09999999995,434597.42857142846,634512245.7142856,6.345122457142856,1512566562,https://apps.apple.com/cn/app/id1512566562,https://www.qimai.cn/app/baseinfo/appid/1512566562/country/cn,https://app.sensortower.com/ios/cn/x-d-network-inc/app/mou-xian-gong-she/1512566562/,上海,상하이,上海市,상하이시,31.2304,121.4737,high,대표 개발사/브랜드 매핑: 心动网络 → 上海,317256122.8571428,3.172561228571428,217298.71428571423,756636.1142857139,1104688726.8571422,11.046887268571423,264822.63999999984,2025-06-01,2026-05-31,552344363.4285711,5.523443634285711,378318.05714285694
875,博锐十三水,博锐十三水,Bray Mobile Game,Bray Mobile Game,보드/체스/마작,보드게임 이식,보드/체스/마작,보드게임 이식,상,카지노,카지노/보드,카지노/보드,2021-05-31,2022-05-30,SensorTower_출시일,144188.36000000007,411966.7428571431,601471444.5714289,6.01471444571429,1541790978,https://apps.apple.com/cn/app/id1541790978,https://www.qimai.cn/app/baseinfo/appid/1541790978/country/cn,https://app.sensortower.com/ios/cn/bray-mobile-game/app/bo-rui-shi-san-shui/1541790978/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,300735722.28571445,3.007357222857145,205983.37142857155,606299.7142857147,885197582.8571434,8.851975828571433,212204.9000000001,2025-06-01,2026-05-31,442598791.4285717,4.425987914285717,303149.85714285733
876,小鸡舰队出击,小鸡舰队出击,Hainan Yeeloo Information Technology,"Hainan Yeeloo Information Technology Co.,Ltd.",캐주얼,방치,캐주얼,방치,상,캐주얼,캐주얼/전략,캐주얼/전략,2024-03-03,2025-03-02,Qimai_출시일,143556.24000000008,410160.68571428594,598834601.1428574,5.9883460114285745,6468896590,https://apps.apple.com/cn/app/id6468896590,https://www.qimai.cn/app/baseinfo/appid/6468896590/country/cn,https://app.sensortower.com/ios/cn/hainan-yeeloo-information-technology-co-ltd/app/xiao-ji-jian-dui-chu-ji/6468896590/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,299417300.5714287,2.9941730057142872,205080.34285714297,656212.6857142858,958070521.1428574,9.580705211428572,229674.44000000003,2025-06-01,2026-05-31,479035260.5714287,4.790352605714286,328106.3428571429
877,老铁十三水,老铁十三水,Shenzhen Wangtongyiyou Network Technology,"Shenzhen Wangtongyiyou Network Technology Co., Ltd.",보드/체스/마작,보드게임 이식,보드/체스/마작,보드게임 이식,상,보드,보드/카지노,보드/카지노,2024-01-22,2025-01-21,SensorTower_출시일,143013.5600000001,408610.1714285718,596570850.2857149,5.965708502857149,6470622689,https://apps.apple.com/cn/app/id6470622689,https://www.qimai.cn/app/baseinfo/appid/6470622689/country/cn,https://app.sensortower.com/ios/cn/shenzhen-wangtongyiyou-network-technology-co-ltd/app/lao-tie-shi-san-shui/6470622689/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: Shenzhen → 深圳,298285425.14285743,2.9828542514285745,204305.0857142859,853158.3142857144,1245611138.857143,12.45611138857143,298605.41000000003,2025-06-01,2026-05-31,622805569.4285715,6.228055694285715,426579.1571428572
878,X2 Blocks: 2048 数字游戏,X2 Blocks: 2048 数字游戏,Inspired Square,Inspired Square FZE,"머지, 퍼즐, 합성","머지, 퍼즐, 합성","머지, 퍼즐, 합성","머지, 퍼즐, 합성",상,퍼즐,퍼즐/보드,益智解谜/보드,2023-10-01,2024-09-30,매출발생월_추정,142689.23999999985,407683.54285714246,595217972.571428,5.952179725714279,1558976194,https://apps.apple.com/cn/app/id1558976194,https://www.qimai.cn/app/baseinfo/appid/1558976194/country/cn,https://app.sensortower.com/ios/cn/inspired-square-fze/app/x2-blocks-2048-shu-zi-you-xi/1558976194/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,297608986.285714,2.9760898628571395,203841.77142857123,437110.7714285709,638181726.2857134,6.381817262857134,152988.7699999998,2025-06-01,2026-05-31,319090863.1428567,3.190908631428567,218555.38571428545
879,上海斗地主,上海斗地主,Shanghai Great Network Technology,"SHANGHAI GREAT NETWORK TECHNOLOGY CO.,LTD.",보드/체스/마작,대중 체스/마작/카드,보드/체스/마작,대중 체스/마작/카드,상,카드,카드,카드,2014-11-25,2015-11-24,SensorTower_출시일,142277.76999999996,406507.9142857142,593501554.8571428,5.935015548571428,897939980,https://apps.apple.com/cn/app/id897939980,https://www.qimai.cn/app/baseinfo/appid/897939980/country/cn,https://app.sensortower.com/ios/cn/shanghai-great-network-technology-co-ltd/app/shang-hai-dou-di-zhu/897939980/,上海,상하이,上海市,상하이시,31.2304,121.4737,high,대표 개발사/브랜드 매핑: Shanghai → 上海,296750777.4285714,2.967507774285714,203253.9571428571,1176180.0571428575,1717222883.428572,17.17222883428572,411663.0200000001,2025-06-01,2026-05-31,858611441.714286,8.58611441714286,588090.0285714287
880,微壳三打哈-湖南人爱玩的棋牌游戏,微壳三打哈-湖南人爱玩的棋牌游戏,Changsha Youxian Network Technology,Changsha Youxian Network Technology Co. Ltd.,보드/체스/마작,대중 체스/마작/카드,보드/체스/마작,대중 체스/마작/카드,상,보드,보드/카지노,보드/카지노,2023-03-10,2024-03-09,SensorTower_출시일,140376.80999999997,401076.6,585571835.9999999,5.85571836,1660557415,https://apps.apple.com/cn/app/id1660557415,https://www.qimai.cn/app/baseinfo/appid/1660557415/country/cn,https://app.sensortower.com/ios/cn/changsha-youxian-network-technology-co-ltd/app/wei-ke-san-da-ha-hu-nan-ren-ai-wan-de-qi-pai-you-xi/1660557415/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,292785917.99999994,2.92785918,200538.3,578573.7142857146,844717622.8571434,8.447176228571433,202500.80000000008,2025-06-01,2026-05-31,422358811.4285717,4.223588114285716,289286.8571428573
881,越乡游双扣,越乡游双扣,浙江趣游网络科技股份有限公司,浙江趣游网络科技股份有限公司,보드/체스/마작,보드게임 이식,보드/체스/마작,보드게임 이식,상,보드,보드/카드,보드/카드,2019-02-18,2020-02-17,SensorTower_출시일,140190.86000000002,400545.3142857144,584796158.8571429,5.84796158857143,1450358950,https://apps.apple.com/cn/app/id1450358950,https://www.qimai.cn/app/baseinfo/appid/1450358950/country/cn,https://app.sensortower.com/ios/cn/zhe-jiang-qu-you-wang-luo-ke-ji-gu-fen-you-xian-gong-si/app/yue-xiang-you-shuang-kou/1450358950/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,292398079.42857146,2.923980794285715,200272.6571428572,5189999.971428574,7577399958.285718,75.77399958285719,1816499.9900000007,2025-06-01,2026-05-31,3788699979.142859,37.88699979142859,2594999.985714287
882,打牌网-地方麻将扑克全集,打牌网-地方麻将扑克全集,深圳市九趣科技有限公司,深圳市九趣科技有限公司,보드/체스/마작,대중 체스/마작/카드,보드/체스/마작,대중 체스/마작/카드,상,카드,카드,카드,2017-12-07,2018-12-06,SensorTower_출시일,137562.76000000013,393036.4571428576,573833227.428572,5.738332274285721,1314880528,https://apps.apple.com/cn/app/id1314880528,https://www.qimai.cn/app/baseinfo/appid/1314880528/country/cn,https://app.sensortower.com/ios/cn/shen-zhen-shi-jiu-qu-ke-ji-you-xian-gong-si/app/da-pai-wang-di-fang-ma-jiang-bu-ke-quan-ji/1314880528/,深圳,선전,广东省,광둥성,22.5431,114.0579,medium,법인/개발사명 도시 단서: 深圳,286916613.714286,2.8691661371428605,196518.2285714288,862597.5428571424,1259392412.5714278,12.593924125714278,301909.13999999984,2025-06-01,2026-05-31,629696206.2857139,6.296962062857139,431298.7714285712
883,足球大玩家-实况世界足球2026美加墨杯赛,足球大玩家-实况世界足球2026美加墨杯赛,Shunshui Network Technology,Shunshui Network Technology,경기/스포츠·레이싱,스포츠,경기/스포츠·레이싱,스포츠,상,시뮬레이션,시뮬레이션/스포츠,시뮬레이션/스포츠,2024-08-06,2025-08-05,Qimai_출시일,137481.76000000004,392805.0285714288,573495341.714286,5.73495341714286,6446977671,https://apps.apple.com/cn/app/id6446977671,https://www.qimai.cn/app/baseinfo/appid/6446977671/country/cn,https://app.sensortower.com/ios/cn/shunshui-network-technology/app/zu-qiu-da-wan-jia-shi-kuang-shi-jie-zu-qiu-2026mei-jia-mo-bei-sai/6446977671/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,286747670.857143,2.86747670857143,196402.5142857144,627935.428571429,916785725.7142864,9.167857257142865,219777.40000000017,2025-06-01,2026-05-31,458392862.8571432,4.5839286285714325,313967.7142857145
884,四季物语-梦幻改装逆袭人生,四季物语-梦幻改装逆袭人生,深圳市拾光筑梦文化传媒有限公司,深圳市拾光筑梦文化传媒有限公司,경영/시뮬레이션,인테리어/리모델링 경영,경영/시뮬레이션,인테리어/리모델링 경영,상,캐주얼,캐주얼,캐주얼,2024-05-06,2025-05-05,Qimai_출시일,132688.59000000003,379110.2571428573,553500975.4285716,5.535009754285716,6478999510,https://apps.apple.com/cn/app/id6478999510,https://www.qimai.cn/app/baseinfo/appid/6478999510/country/cn,https://app.sensortower.com/ios/cn/shen-zhen-shi-shi-guang-zhu-meng-wen-hua-chuan-mei-you-xian-gong-si/app/si-ji-wu-yu-meng-huan-gai-zhuang-ni-xi-ren-sheng/6478999510/,深圳,선전,广东省,광둥성,22.5431,114.0579,medium,법인/개발사명 도시 단서: 深圳,276750487.7142858,2.767504877142858,189555.12857142865,600436.7142857146,876637602.8571434,8.766376028571432,210152.8500000001,2025-06-01,2026-05-31,438318801.4285717,4.383188014285716,300218.3571428573
885,同人圣三国蜀汉传,同人圣三国蜀汉传,Chengdu Xinyue Network Technology,Chengdu Xinyue Network Technology Co Ltd,SLG/전략게임,라이트 SLG,SLG/전략게임,라이트 SLG,상,전략,전략/RPG,전략/RPG,2023-04-13,2024-04-12,SensorTower_출시일,132095.49000000002,377415.6857142858,551026901.1428573,5.510269011428573,6445909610,https://apps.apple.com/cn/app/id6445909610,https://www.qimai.cn/app/baseinfo/appid/6445909610/country/cn,https://app.sensortower.com/ios/cn/chengdu-xinyue-network-technology-co-ltd/app/tong-ren-sheng-san-guo-shu-yi-chuan/6445909610/,成都,청두,四川省,쓰촨성,30.5728,104.0668,high,대표 개발사/브랜드 매핑: Chengdu → 成都,275513450.57142866,2.7551345057142864,188707.8428571429,552837.6571428576,807142979.428572,8.07142979428572,193493.1800000001,2025-06-01,2026-05-31,403571489.714286,4.03571489714286,276418.8285714288
886,同城花牌,同城花牌,Hubei Golden Peas Network Technology,"Hubei Golden Peas Network Technology Co., Ltd.",보드/체스/마작,보드게임 이식,보드/체스/마작,보드게임 이식,상,보드,보드,보드,2023-07-01,2024-06-30,매출발생월_추정,129303.65000000002,369439.0000000002,539380940.0000001,5.393809400000001,1584944713,https://apps.apple.com/cn/app/id1584944713,https://www.qimai.cn/app/baseinfo/appid/1584944713/country/cn,https://app.sensortower.com/ios/cn/hubei-golden-peas-network-technology-co-ltd/app/tong-cheng-hua-pai/1584944713/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,269690470.00000006,2.6969047000000006,184719.5000000001,1962970.3428571431,2865936700.571429,28.659367005714287,687039.62,2025-06-01,2026-05-31,1432968350.2857144,14.329683502857144,981485.1714285716
887,星之翼,星之翼,Hubei Shengtian Network Technology,"Wuhan Shengtian Game Network Technology Co., Ltd.",서브컬처,서브컬처,서브컬처,서브컬처,상,액션,액션,액션,2024-04-17,2025-04-16,Qimai_출시일,128279.81999999992,366513.7714285712,535110106.285714,5.35110106285714,6460645692,https://apps.apple.com/cn/app/id6460645692,https://www.qimai.cn/app/baseinfo/appid/6460645692/country/cn,https://app.sensortower.com/ios/cn/wuhan-shengtian-game-network-technology-co-ltd/app/xing-zhi-yi/6460645692/,武汉,우한,湖北省,후베이성,30.5928,114.3055,high,대표 개발사/브랜드 매핑: Wuhan → 武汉,267555053.142857,2.67555053142857,183256.8857142856,764668.1142857142,1116415446.8571427,11.164154468571427,267633.84,2025-06-01,2026-05-31,558207723.4285713,5.5820772342857135,382334.0571428571
888,文明霸业,文明霸业,Top Games,Shanghai Changyou Network Technology,SLG/전략게임,하드 SLG,SLG/전략게임,하드 SLG,상,전략,전략/RPG,전략/RPG,2016-11-09,2017-11-08,Qimai_출시일,121966.38999999998,348475.39999999997,508774084.0,5.08774084,1167360920,https://apps.apple.com/cn/app/id1167360920,https://www.qimai.cn/app/baseinfo/appid/1167360920/country/cn,https://app.sensortower.com/ios/cn/shanghai-changyou-network-technology/app/wen-ming-ba-ye/1167360920/,上海,상하이,上海市,상하이시,31.2304,121.4737,high,대표 개발사/브랜드 매핑: Shanghai → 上海,254387042.0,2.54387042,174237.69999999998,852362.8857142854,1244449813.1428568,12.444498131428569,298327.0099999999,2025-06-01,2026-05-31,622224906.5714284,6.222249065714284,426181.4428571427
889,奥特曼宇宙英雄 - 80种奥特曼大集结！,奥特曼宇宙英雄 - 80种奥特曼大集结！,乐堂动漫信息技术有限公司,乐堂动漫信息技术有限公司,여성향 전용,코디/육성,여성향 전용,코디/육성,상,RPG,RPG/액션,RPG/액션,2019-08-07,2020-08-06,Qimai_출시일,118036.06000000008,337245.885714286,492378993.1428576,4.923789931428576,1470203342,https://apps.apple.com/cn/app/id1470203342,https://www.qimai.cn/app/baseinfo/appid/1470203342/country/cn,https://app.sensortower.com/ios/cn/le-tang-dong-man-xin-xi-ji-zhu-you-xian-gong-si/app/ao-te-man-yu-zhou-ying-xiong-80chong-ao-te-man-da-ji-jie/1470203342/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,246189496.5714288,2.461894965714288,168622.942857143,515695.3999999999,752915284.0,7.52915284,180493.39,2025-06-01,2026-05-31,376457642.0,3.76457642,257847.69999999995
890,地铁跑酷 -海底列车进站中,地铁跑酷 -海底列车进站中,Miniclip,iDreamSky Technology Limited,캐주얼,라이트 경쟁,캐주얼,라이트 경쟁,상,어드벤처,어드벤처/액션,어드벤처/액션,2017-01-23,2018-01-22,Qimai_출시일,116331.71000000006,332376.31428571447,485269418.8571431,4.852694188571431,995122577,https://apps.apple.com/cn/app/id995122577,https://www.qimai.cn/app/baseinfo/appid/995122577/country/cn,https://app.sensortower.com/ios/cn/idreamsky-technology-limited/app/di-tie-pao-ku-hai-di-lie-che-jin-zhan-zhong/995122577/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: iDreamSky → 深圳,242634709.42857155,2.4263470942857155,166188.15714285724,4576056.971428571,6681043178.285714,66.81043178285714,1601619.9399999997,2025-06-01,2026-05-31,3340521589.142857,33.40521589142857,2288028.4857142856
891,新星帝国,新星帝国,STONE3,STONE3 PTE. LTD.,SLG/전략게임,하드 SLG,SLG/전략게임,하드 SLG,상,전략,전략,전략,2023-05-08,2024-05-07,Qimai_출시일,114071.80000000005,325919.4285714287,475842365.7142859,4.758423657142858,6444025012,https://apps.apple.com/cn/app/id6444025012,https://www.qimai.cn/app/baseinfo/appid/6444025012/country/cn,https://app.sensortower.com/ios/cn/stone3-pte-ltd/app/xin-xing-di-guo/6444025012/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,237921182.85714296,2.379211828571429,162959.71428571435,1945005.5142857148,2839708050.857144,28.39708050857144,680751.9300000002,2025-06-01,2026-05-31,1419854025.428572,14.19854025428572,972502.7571428574
892,欢乐真人麻将-经典地方棋牌合集,欢乐真人麻将-经典地方棋牌合集,胜利游戏,胜利游戏,보드/체스/마작,대중 체스/마작/카드,보드/체스/마작,대중 체스/마작/카드,상,카지노,카지노/카드,카지노/카드,2021-11-22,2022-11-21,Qimai_출시일,109503.12,312866.0571428572,456784443.42857146,4.567844434285714,1593810382,https://apps.apple.com/cn/app/id1593810382,https://www.qimai.cn/app/baseinfo/appid/1593810382/country/cn,https://app.sensortower.com/ios/cn/sheng-li-you-xi/app/huan-le-zhen-ren-ma-jiang-jing-dian-di-fang-qi-pai-he-ji/1593810382/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,228392221.71428573,2.283922217142857,156433.0285714286,834636.771428572,1218569686.285715,12.185696862857151,292122.87000000017,2025-06-01,2026-05-31,609284843.1428576,6.092848431428576,417318.385714286
893,数独趣味闯关,数独趣味闯关,draw in fun,CreativeWorks,"머지, 퍼즐, 합성","머지, 퍼즐, 합성","머지, 퍼즐, 합성","머지, 퍼즐, 합성",상,퍼즐,퍼즐/보드,益智解谜/보드,2020-11-12,2021-11-11,Qimai_출시일,109367.54,312478.68571428576,456218881.1428572,4.562188811428572,1538400094,https://apps.apple.com/cn/app/id1538400094,https://www.qimai.cn/app/baseinfo/appid/1538400094/country/cn,https://app.sensortower.com/ios/cn/creativeworks/app/shu-du-qu-wei-chuang-guan/1538400094/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,228109440.5714286,2.281094405714286,156239.34285714288,4066243.914285715,5936716114.857145,59.367161148571455,1423185.3700000003,2025-06-01,2026-05-31,2968358057.4285727,29.683580574285727,2033121.9571428576
894,天天斗地主（真人版）-官方,天天斗地主（真人版）-官方,젠게임/찬유,禅游科技,보드/체스/마작,대중 체스/마작/카드,보드/체스/마작,대중 체스/마작/카드,상,카드,카드/보드,카드/보드,2022-07-14,2023-07-13,SensorTower_출시일,109333.00000000004,312380.0000000001,456074800.0000002,4.560748000000002,1624651835,https://apps.apple.com/cn/app/id1624651835,https://www.qimai.cn/app/baseinfo/appid/1624651835/country/cn,https://app.sensortower.com/ios/cn/shen-zhen-shi-jiu-you-wang-luo-ke-ji-you-xian-gong-si/app/tian-tian-dou-di-zhu-zhen-ren-ban-guan-fang/1624651835/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 禅游 → 深圳,228037400.0000001,2.280374000000001,156190.00000000006,1045808.7142857148,1526880722.8571436,15.268807228571436,366033.05000000016,2025-06-01,2026-05-31,763440361.4285718,7.634403614285718,522904.3571428574
895,大同麻将--经典拐三角硬八张玩法,大同麻将--经典拐三角硬八张玩法,武汉非凡之音技术有限公司,武汉非凡之音技术有限公司,보드/체스/마작,대중 체스/마작/카드,보드/체스/마작,대중 체스/마작/카드,상,보드,보드,보드,2023-05-09,2024-05-08,SensorTower_출시일,109034.9,311528.28571428574,454831297.1428572,4.548312971428572,6447050138,https://apps.apple.com/cn/app/id6447050138,https://www.qimai.cn/app/baseinfo/appid/6447050138/country/cn,https://app.sensortower.com/ios/cn/wu-yi-fei-fan-zhi-yin-ji-zhu-you-xian-gong-si/app/da-tong-ma-jiang-jing-dian-guai-san-jiao-ying-ba-zhang-wan-fa/6447050138/,武汉,우한,湖北省,후베이성,30.5928,114.3055,medium,법인/개발사명 도시 단서: 武汉,227415648.5714286,2.274156485714286,155764.14285714287,1171403.5999999992,1710249255.9999988,17.102492559999988,409991.2599999997,2025-06-01,2026-05-31,855124627.9999994,8.551246279999994,585701.7999999996
896,极速变色龙,极速变色龙,Noodlecake Studios,Noodlecake,경기/스포츠·레이싱,레이싱/경주,경기/스포츠·레이싱,레이싱/경주,상,레이싱,레이싱/캐주얼,레이싱/캐주얼,2022-08-17,2023-08-16,Qimai_출시일,104291.25,297975.00000000006,435043500.00000006,4.350435000000001,1626320298,https://apps.apple.com/cn/app/id1626320298,https://www.qimai.cn/app/baseinfo/appid/1626320298/country/cn,https://app.sensortower.com/ios/cn/noodlecake/app/ji-su-bian-se-long/1626320298/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,217521750.00000003,2.1752175000000005,148987.50000000003,716484.5428571434,1046067432.5714294,10.460674325714294,250769.5900000002,2025-06-01,2026-05-31,523033716.2857147,5.230337162857147,358242.2714285717
897,传奇德州扑克,传奇德州扑克,Shove Technologies,Shove Technologies Limited,보드/체스/마작,대중 체스/마작/카드,보드/체스/마작,대중 체스/마작/카드,상,카드,카드,카드,2020-12-01,2021-11-30,SensorTower_출시일,103687.14999999998,296248.99999999994,432523540.0,4.3252354,1535415069,https://apps.apple.com/cn/app/id1535415069,https://www.qimai.cn/app/baseinfo/appid/1535415069/country/cn,https://app.sensortower.com/ios/cn/shove-technologies-limited/app/chuan-qi-de-zhou-bu-ke/1535415069/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,216261770.0,2.1626177,148124.49999999997,3587048.942857144,5237091456.57143,52.3709145657143,1255467.1300000004,2025-06-01,2026-05-31,2618545728.285715,26.18545728285715,1793524.471428572
898,小小斗地主-国风二次元,小小斗地主-国风二次元,Shenzhen Qiqu Technology,"ShenZhen Qiqu Technology Co.,Ltd.",보드/체스/마작,대중 체스/마작/카드,보드/체스/마작,대중 체스/마작/카드,상,보드,보드/카드,보드/카드,2022-10-30,2023-10-29,Qimai_출시일,98726.51,282075.7428571429,411830584.5714286,4.118305845714286,1633018822,https://apps.apple.com/cn/app/id1633018822,https://www.qimai.cn/app/baseinfo/appid/1633018822/country/cn,https://app.sensortower.com/ios/cn/shenzhen-qiqu-technology-co-ltd/app/xiao-xiao-dou-di-zhu-guo-feng-er-ci-yuan/1633018822/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: Shenzhen → 深圳,205915292.2857143,2.059152922857143,141037.87142857144,502129.9142857146,733109674.8571434,7.331096748571434,175745.47000000012,2025-06-01,2026-05-31,366554837.4285717,3.665548374285717,251064.9571428573
899,造梦西游OL,造梦西游OL,4399,4399,ARPG,ARPG,ARPG,ARPG,상,RPG,RPG/액션,RPG/액션,2013-08-20,2014-08-19,SensorTower_출시일,98726.42000000006,282075.48571428587,411830209.1428574,4.118302091428574,672093597,https://apps.apple.com/cn/app/id672093597,https://www.qimai.cn/app/baseinfo/appid/672093597/country/cn,https://app.sensortower.com/ios/cn/4399-network-inc/app/zao-meng-xi-you-ol/672093597/,厦门,샤먼,福建省,푸젠성,24.4798,118.0894,high,대표 개발사/브랜드 매핑: 4399 → 厦门,205915104.5714287,2.059151045714287,141037.74285714293,8942232.085714279,13055658845.142847,130.55658845142847,3129781.2299999977,2025-06-01,2026-05-31,6527829422.571424,65.27829422571423,4471116.042857139
900,我是掼蛋王.,我是掼蛋王.,GG Technologies,GG Technologies,보드/체스/마작,보드게임 이식,보드/체스/마작,보드게임 이식,상,보드,보드/카지노,보드/카지노,2018-11-11,2019-11-10,Qimai_출시일,92220.9,263488.28571428574,384692897.1428572,3.846928971428572,1441414873,https://apps.apple.com/cn/app/id1441414873,https://www.qimai.cn/app/baseinfo/appid/1441414873/country/cn,https://app.sensortower.com/ios/cn/gg-technologies/app/wo-shi-guan-dan-wang/1441414873/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,192346448.5714286,1.923464485714286,131744.14285714287,2167424.1142857154,3164439206.8571444,31.64439206857145,758598.4400000003,2025-06-01,2026-05-31,1582219603.4285722,15.822196034285724,1083712.0571428577
901,哈灵麻将-本地休闲棋牌,哈灵麻将-本地休闲棋牌,Haling,"BAI XIANG NETWORK TECHNOLOGY (SHANGHAI) CO., LTD",보드/체스/마작,대중 체스/마작/카드,보드/체스/마작,대중 체스/마작/카드,상,패밀리,패밀리/카드,패밀리/카드,2018-08-25,2019-08-24,SensorTower_출시일,91121.84,260348.11428571428,380108246.85714287,3.801082468571429,1426313974,https://apps.apple.com/cn/app/id1426313974,https://www.qimai.cn/app/baseinfo/appid/1426313974/country/cn,https://app.sensortower.com/ios/cn/bai-xiang-network-technology-shanghai-co-ltd/app/ha-ling-ma-jiang-ben-di-xiu-xian-qi-pai/1426313974/,上海,상하이,上海市,상하이시,31.2304,121.4737,high,대표 개발사/브랜드 매핑: SHANGHAI → 上海,190054123.42857143,1.9005412342857144,130174.05714285714,9754839.85714286,14242066191.428576,142.42066191428574,3414193.9500000007,2025-06-01,2026-05-31,7121033095.714288,71.21033095714287,4877419.92857143
902,登山赛车2 - Hill Climb Racing 2,登山赛车2 - Hill Climb Racing 2,Fingersoft,Fingersoft,경기/스포츠·레이싱,레이싱/경주,경기/스포츠·레이싱,레이싱/경주,상,레이싱,레이싱/액션,레이싱/액션,2020-01-01,2020-12-31,매출발생월_추정,90701.40999999996,259146.8857142856,378354453.14285696,3.7835445314285696,1146465836,https://apps.apple.com/cn/app/id1146465836,https://www.qimai.cn/app/baseinfo/appid/1146465836/country/cn,https://app.sensortower.com/ios/cn/fingersoft/app/deng-shan-sai-che-2-hill-climb-racing-2/1146465836/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,189177226.57142848,1.8917722657142848,129573.4428571428,1704319.5142857155,2488306490.857145,24.88306490857145,596511.8300000004,2025-06-01,2026-05-31,1244153245.4285724,12.441532454285724,852159.7571428578
903,暴走英雄坛-自由武侠世界放置江湖,暴走英雄坛-自由武侠世界放置江湖,上海晓枫网络科技有限公司,上海晓枫网络科技有限公司,캐주얼,방치,캐주얼,방치,상,RPG,RPG/어드벤처,RPG/어드벤처,2017-07-06,2018-07-05,SensorTower_출시일,89285.25999999992,255100.74285714264,372447084.5714282,3.7244708457142814,1240648355,https://apps.apple.com/cn/app/id1240648355,https://www.qimai.cn/app/baseinfo/appid/1240648355/country/cn,https://app.sensortower.com/ios/cn/shang-hai-xiao-feng-wang-luo-ke-ji-you-xian-gong-si/app/bao-zou-ying-xiong-tan-zi-you-wu-xia-shi-jie-fang-zhi-jiang-hu/1240648355/,上海,상하이,上海市,상하이시,31.2304,121.4737,medium,법인/개발사명 도시 단서: 上海,186223542.2857141,1.8622354228571407,127550.37142857132,599469.1142857146,875224906.8571434,8.752249068571432,209814.1900000001,2025-06-01,2026-05-31,437612453.4285717,4.376124534285716,299734.5571428573
